Review,Sentiment
"I was thoroughly disappointed, the dialogue was cringeworthy. Deeply unsatisfying.",negative
"A brilliant and moving picture, the characters felt real and warm. Five stars from me.",positive
"This film was a huge letdown, the characters were dull and lifeless. I want my money back.",negative
"I was thoroughly disappointed, the acting was wooden and flat. One star at best.",negative
"Absolutely loved this film, the performances were outstanding. A must see.",positive
"This film exceeded all expectations, the cinematography was gorgeous. I would watch it again.",positive
"One of the best movies this year, the pacing kept me hooked. I would watch it again.",positive
"The movie was a total mess, the acting was wooden and flat. Avoid it.",negative
"Painfully boring from start to finish, the characters were dull and lifeless. Avoid it.",negative
"I regret watching this, the editing was sloppy. Avoid it.",negative
"Absolutely loved this film, the soundtrack was beautiful. Five stars from me.",positive
"A brilliant and moving picture, the pacing kept me hooked. Truly excellent.",positive
"I thoroughly enjoyed every minute, the pacing kept me hooked. Highly recommended.",positive
"This film was a huge letdown, the characters were dull and lifeless. Avoid it.",negative
"A masterpiece of modern cinema, the cinematography was gorgeous. I would watch it again.",positive
"This film exceeded all expectations, the script was sharp and witty. Five stars from me.",positive
"I thoroughly enjoyed every minute, the characters felt real and warm. Truly excellent.",positive
"The movie was a total mess, the acting was wooden and flat. I want my money back.",negative
"Terrible writing and awful pacing, the editing was sloppy. I want my money back.",negative
"One of the worst films I have seen, the dialogue was cringeworthy. One star at best.",negative
"Absolutely loved this film, the pacing kept me hooked. Five stars from me.",positive
"Superb acting and direction, the characters felt real and warm. Highly recommended.",positive
"Wonderful storytelling throughout, the pacing kept me hooked. I would watch it again.",positive
"This film exceeded all expectations, the script was sharp and witty. I would watch it again.",positive
"I was thoroughly disappointed, the plot made no sense at all. Avoid it.",negative
"I was thoroughly disappointed, the characters were dull and lifeless. Do not bother.",negative
"This film was a huge letdown, the characters were dull and lifeless. Avoid it.",negative
"I was thoroughly disappointed, the editing was sloppy. Avoid it.",negative
"Wonderful storytelling throughout, the script was sharp and witty. Truly excellent.",positive
"I thoroughly enjoyed every minute, the performances were outstanding. I would watch it again.",positive
"A complete waste of time, nothing happened for an hour. Deeply unsatisfying.",negative
"This film exceeded all expectations, the script was sharp and witty. Truly excellent.",positive
"I regret watching this, nothing happened for an hour. Do not bother.",negative
"A complete waste of time, nothing happened for an hour. I want my money back.",negative
"The movie was a total mess, the characters were dull and lifeless. Avoid it.",negative
"A brilliant and moving picture, the characters felt real and warm. A must see.",positive
"I regret watching this, the editing was sloppy. Deeply unsatisfying.",negative
"One of the best movies this year, the pacing kept me hooked. Highly recommended.",positive
"One of the best movies this year, the cinematography was gorgeous. A must see.",positive
"Terrible writing and awful pacing, the plot made no sense at all. Do not bother.",negative
"I thoroughly enjoyed every minute, the characters felt real and warm. I would watch it again.",positive
"One of the worst films I have seen, the acting was wooden and flat. Avoid it.",negative
"A complete waste of time, the editing was sloppy. Deeply unsatisfying.",negative
"Terrible writing and awful pacing, the characters were dull and lifeless. Avoid it.",negative
"This film exceeded all expectations, the script was sharp and witty. A must see.",positive
"I regret watching this, the acting was wooden and flat. Do not bother.",negative
"One of the worst films I have seen, the characters were dull and lifeless. One star at best.",negative
"A masterpiece of modern cinema, the script was sharp and witty. Five stars from me.",positive
"A complete waste of time, the plot made no sense at all. Deeply unsatisfying.",negative
"Wonderful storytelling throughout, the pacing kept me hooked. Highly recommended.",positive
"One of the best movies this year, the performances were outstanding. I would watch it again.",positive
"Wonderful storytelling throughout, the pacing kept me hooked. Highly recommended.",positive
"Wonderful storytelling throughout, the performances were outstanding. Highly recommended.",positive
"I was thoroughly disappointed, the plot made no sense at all. I want my money back.",negative
"Absolutely loved this film, the characters felt real and warm. Five stars from me.",positive
"Superb acting and direction, the characters felt real and warm. Highly recommended.",positive
"This film was a huge letdown, the characters were dull and lifeless. Deeply unsatisfying.",negative
"I regret watching this, the characters were dull and lifeless. Do not bother.",negative
"The movie was a total mess, the plot made no sense at all. Do not bother.",negative
"I thoroughly enjoyed every minute, the performances were outstanding. Truly excellent.",positive
"The movie was a total mess, the acting was wooden and flat. One star at best.",negative
"I thoroughly enjoyed every minute, the soundtrack was beautiful. A must see.",positive
"This film exceeded all expectations, the soundtrack was beautiful. Truly excellent.",positive
"This film exceeded all expectations, the performances were outstanding. Truly excellent.",positive
"A brilliant and moving picture, the soundtrack was beautiful. A must see.",positive
"A complete waste of time, the plot made no sense at all. Do not bother.",negative
